TKT-Ticket ID,TKT-Created Time,TKT-Title,TKT-Category,TKT-Severity,TKT-Status,TKT-Assigned To User,TKT-Account Name,TKT-Resolution/Change Type,TKT-Root Cause Category,TKT-Solution,TKT-Actual Resolution Date,TKT-Team
4016931,2025-09-05 12:58:50,Vulnerabilities have verified exploit notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Alert only,2025-09-09 17:25:37,Cloud - Security
4016829,2025-09-05 12:24:22,Failure Notification for Automate Patch Deployment task-PacOps - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,The listed patch will be superseded after tomorrow’s Patch Tuesday. We will wait for the latest patch before deploying,2025-09-08 11:28:46,Cloud - Security
4016827,2025-09-05 12:23:53,Failure Notification for Automate Patch Deployment task-Playgroup Victoria- Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,The listed patch will be superseded after tomorrow’s Patch Tuesday. We will wait for the latest patch before deploying,2025-09-08 11:28:42,Cloud - Security
4016817,2025-09-05 12:22:35,Failure Notification for Automate Patch Deployment task-PacOps - Auto Patch Deployment Policy - Servers,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,The listed patch will be superseded after tomorrow’s Patch Tuesday. We will wait for the latest patch before deploying,2025-09-08 11:28:36,Cloud - Security
4016814,2025-09-05 12:21:17,Failure Notification for Automate Patch Deployment task-MIPS - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,The listed patch will be superseded after tomorrow’s Patch Tuesday. We will wait for the latest patch before deploying,2025-09-08 11:28:33,Cloud - Security
4016809,2025-09-05 12:20:32,Failure Notification for Automate Patch Deployment task-Marlin Brands - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,The listed patch will be superseded after tomorrow’s Patch Tuesday. We will wait for the latest patch before deploying,2025-09-08 11:28:29,Cloud - Security
4016808,2025-09-05 12:20:32,Failure Notification for Automate Patch Deployment task-NQPHN - Auto Patch Deployment Policy - Servers,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,The listed patch will be superseded after tomorrow’s Patch Tuesday. We will wait for the latest patch before deploying,2025-09-08 11:28:25,Cloud - Security
4016803,2025-09-05 12:18:28,Failure Notification for Automate Patch Deployment task-FPB - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,The listed patch will be superseded after tomorrow’s Patch Tuesday. We will wait for the latest patch before deploying,2025-09-08 11:28:22,Cloud - Security
4016736,2025-09-05 12:02:39,Failure Notification for Automate Patch Deployment task-Fyna Foods - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,The listed patch will be superseded after tomorrow’s Patch Tuesday. We will wait for the latest patch before deploying,2025-09-08 11:28:18,Cloud - Security
4016489,2025-09-05 11:11:19,Failure Notification for Automate Patch Deployment task-SSG - Auto Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,The listed patch will be superseded after tomorrow’s Patch Tuesday. We will wait for the latest patch before deploying,2025-09-08 11:28:14,Cloud - Security
4016459,2025-09-05 11:02:53,Failure Notification for Automate Patch Deployment task-KD Bus - Auto Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,The listed patch will be superseded after tomorrow’s Patch Tuesday. We will wait for the latest patch before deploying,2025-09-08 11:28:07,Cloud - Security
4016425,2025-09-05 10:51:13,[OrroCyber #320440] SentinelOne - Azure User Added to an Administrative Role,Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Identity,Security,This activity is expected and was performed by our technician as part of approved testing. No further action required.,2025-09-09 17:26:49,Cloud - Security
4014301,2025-09-04 15:58:27,Update Microsoft Teams Multiple CVEs,Standard,Incident,Closed,Lance Letran,Millennium Services Group Ltd,Other,Security,Duplicate ticket identified for Microsoft Teams vulnerability updates (multiple CVEs). A similar ticket for the same issue and affected endpoints was already handled and resolved under a previous request. No further action required on this duplicate.,2025-10-13 09:34:01,Cloud - Security
4013915,2025-09-04 14:13:14,Failure Notification for Automate Patch Deployment task-Claro  - Auto Deployment Policy - Servers,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,The listed patch will be superseded after tomorrow’s Patch Tuesday. We will wait for the latest patch before deploying,2025-09-08 11:28:03,Cloud - Security
4013353,2025-09-04 11:45:27,[OrroCyber #320258] SentinelOne - Office 365 Application Role Assigned to Service Principal,Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Configuration,Security,Reviewed SentinelOne alert regarding Office 365 application roles assigned to Service Principals. Confirmed the activity is legitimate. The assignments to the Bluebox Azure App and SharePoint Analytics service were performed by a known technician under an approved Bluebox request. Purpose was to enable Modern Authentication and Microsoft Graph integration for the CDMS SharePoint site. No malicious activity detected. Incident closed as expected behavior.,2025-09-08 16:54:58,Cloud - Security
4012181,2025-09-04 04:08:25,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved,2025-09-08 16:47:05,Cloud - Security
4012099,2025-09-04 01:39:49,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved,2025-09-08 16:47:00,Cloud - Security
4012077,2025-09-04 00:55:08,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved,2025-09-08 16:46:54,Cloud - Security
4012033,2025-09-04 00:34:43,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Already managed by Orro internal IT,2025-09-08 16:46:49,Cloud - Security
4012029,2025-09-04 00:34:09,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved,2025-09-08 16:46:42,Cloud - Security
4012022,2025-09-04 00:26:47,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved,2025-09-08 16:46:36,Cloud - Security
4011587,2025-09-03 17:39:16,Microsoft Windows Subsystem for Linux (WSL2) < 2.5.10 Kernel Elevation of Privilege (August 2025),Support Tickets,Incident,Closed,Lance Letran,Keolis Downer,Patching,Security,"Most of the listed devices are already updated to WSL 2.5.10 (remediating CVE-2025-53788). The remaining devices are offline; the update task is queued and will run automatically once they are back online. No further action required, ticket can be closed.",2025-09-09 16:32:11,Cloud - Security
4011408,2025-09-03 16:49:37,Microsoft Edge (Chromium) 139.0.3405.102 & Google Chrome 139.0.7258.127 Vulnerabilities,Support Tickets,Incident,Closed,Lance Letran,KD Bus,Airlock,Security,"Patch for reported vulnerabilities already approved. Deployment in progress across the environment; some machines already updated, remainder scheduled in patch cycle.",2025-09-08 09:04:16,Cloud - Security
4011390,2025-09-03 16:45:43,Microsoft Windows Subsystem for Linux (WSL2) < 2.5.10 Kernel Elevation of Privilege (August 2025),Support Tickets,Incident,Closed,Lance Letran,Keolis Downer,Adobe,Software,"kdb-kthu6s1 has been upgraded. kdb-bmin3bu will be upgraded once it is back online. Ticket can be closed, will action upgrade when machine is available.",2025-09-09 12:51:30,Cloud - Security
4011380,2025-09-03 16:42:25,Security Updates for Microsoft Office Products C2R (August 2025),Support Tickets,Incident,Closed,Lance Letran,Keolis Downer,Airlock,Security,"Patch for reported vulnerabilities already approved. Deployment in progress across the environment; some machines already updated, remainder scheduled in patch cycle.",2025-09-08 16:39:15,Cloud - Security
4011144,2025-09-03 15:43:31,Failure Notification for Automate Patch Deployment task-KD Corp - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Third party applications are being redeployed on the patching cycle,2025-09-08 09:04:30,Cloud - Security
4011143,2025-09-03 15:43:30,Failure Notification for Automate Patch Deployment task-KDR Gold Coast - Auto Patch Deployment Policy - Workstations KDR-LAPTOP-110,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-08 09:04:47,Cloud - Security
4010438,2025-09-03 12:53:44,Foxit PDF Reader < 2025.2 Multiple Vulnerabilities,Support Tickets,Service Request,Incident Resolved,Lance Letran,Keolis Downer,Software Install / Uninstall,Software,"Patch for reported vulnerabilities already approved. Deployment in progress across the environment; some machines already updated, remainder scheduled in patch cycle.",2025-09-08 09:05:45,Cloud - Security
4010433,2025-09-03 12:51:15,Dell ControlVault3 Driver Vulnerability (DSA-2025-053),Support Tickets,Service Request,Incident Resolved,Lance Letran,Keolis Downer,Patching,Security,"Devices identified are running Dell ControlVault3 driver versions below the required level. Vulnerability references include CVE-2025-25050, CVE-2025-24919, and CVE-2025-24922.

A component has been prepared to upgrade Dell ControlVault3 driver/firmware to version 5.15.10.14 / 6.2.26.36 or higher. Deployment will apply when devices are online.

No further action required from customer side. Ticket can be closed.",2025-09-09 17:21:45,Cloud - Security
4010321,2025-09-03 12:25:21,Failure Notification for Automate Patch Deployment task-Wyvern Health - Auto Patch Deployment Policy - Workstations WHEWS-1463XDXxz|WHEWS-9VLqjPk9R|WHEWS-AbwAQ3R43|WHEWS-BU5RxTUdp|WHEWS-CSOx8jNEk|WHEWS-DMjKqS6gX|WHEWS-F57XrNu9A|WHEWS-Jr81ukgPL|WHEWS-KMnek5km6|WHEWS-NOq5l8Yr5|WHEWS-Okh7f6wZe|WHEWS-PemVubS2S|WHEWS-QveEtN035|WHEWS-UFI5PWgmV|WHEWS-URwm10R8Q|WHEWS-XXmpoWVSK|WHEWS-jYmHe3JJe|WHEWS-nX4535ykq|WHEWS-spFvRRZ0S|WHEWS-t7EmTChyR|WHEWS-u2Qd4V6P3|WHEWS-zpmK8Ebpf   ,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-08 09:05:39,Cloud - Security
4009613,2025-09-03 10:04:54,"Failure Notification for Automate Patch Deployment task-IsAlbi - Auto Patch Deployment Policy - Workstations ALBI220|ISALBI-MEL314|ISWS028|Isalbi-Mel-122|Isalbi-Mel-325
",Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-08 09:06:05,Cloud - Security
4008554,2025-09-02 20:51:46,Report domain: pacificoptics.com Submitter: google.com Report-ID: 13186191449676601494,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Phishing & Spam,Security,Alert only,,Cloud - Security
4008457,2025-09-02 19:08:30,Report Domain: pacificoptics.com Submitter: protection.outlook.com Report-ID: 259fb908acd7498bae941adcb6a5d80e,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Alert only,,Cloud - Security
4007327,2025-09-02 13:27:32,Failure Notification for Automate Patch Deployment task-AI Topper - Auto Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,third party applications are being redeployed on the patching cycle,2025-09-03 11:25:23,Cloud - Security
4007094,2025-09-02 12:24:13,Failure Notification for Automate Patch Deployment task-PacOps - Auto Patch Deployment Policy - Workstations PO-LT-112,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-05 16:43:21,Cloud - Security
4007092,2025-09-02 12:23:58,Failure Notification for Automate Patch Deployment task-Playgroup Victoria- Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Third party applications are being redeployed on the patching cycle,2025-09-03 11:27:53,Cloud - Security
4007083,2025-09-02 12:21:41,Failure Notification for Automate Patch Deployment task-NQPHN - Auto Patch Deployment Policy - Workstations NQPHN-HPZ094,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-05 16:43:25,Cloud - Security
4007080,2025-09-02 12:21:14,Failure Notification for Automate Patch Deployment task-MIPS - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Third party applications are being redeployed on the patching cycle,2025-09-03 11:57:07,Cloud - Security
4007074,2025-09-02 12:20:25,Failure Notification for Automate Patch Deployment task-Marlin Brands - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Third party applications are being redeployed on the patching cycle,2025-09-03 12:03:21,Cloud - Security
4007066,2025-09-02 12:18:22,Failure Notification for Automate Patch Deployment task-FPB - Auto Patch Deployment Policy - Workstations FPB-000014 ,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-05 16:43:29,Cloud - Security
4006843,2025-09-02 11:29:41,[OrroCyber #319806] [Microsoft Sentinel][Low] 2767: Email reported by user as malware or phish,Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Phishing & Spam,Security,Blocked sender domains privacy-firmable.com and firmable.com in Microsoft 365 Defender to prevent further delivery. Original reported email was already junked by Defender. No further action required at this stage. Ticket can be reopened if related activity recurs.,2025-09-05 16:42:26,Cloud - Security
4006739,2025-09-02 11:02:52,Failure Notification for Automate Patch Deployment task-KD Bus - Auto Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Third party applications are being redeployed on the patching cycle,2025-09-03 12:11:56,Cloud - Security
4004010,2025-09-01 13:35:42,Failure Notification for Automate Patch Deployment task-Millennium - Auto Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Waiting for the client's update if these devices are still active,2025-09-03 11:17:51,Cloud - Security
4003110,2025-09-01 10:01:17,Microsoft 365 Defender has merged the incidents detected in your environment,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Configuration,Security,Alert only,2025-09-05 09:38:39,Cloud - Security
4002070,2025-08-31 15:43:26,"Failure Notification for Automate Patch Deployment task-KDR Gold Coast - Auto Patch Deployment Policy - Workstations KDR-LAPTOP-110|KDR-LT-BKOCC01
",Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-04 16:53:56,Cloud - Security
4001947,2025-08-31 12:25:01,"Failure Notification for Automate Patch Deployment task-Wyvern Health - Auto Patch Deployment Policy - Workstations WHEWS-1463XDXxz|WHEWS-9VLqjPk9R|WHEWS-AbwAQ3R43|WHEWS-BU5RxTUdp|WHEWS-CSOx8jNEk|WHEWS-DMjKqS6gX|WHEWS-F57XrNu9A|WHEWS-Jr81ukgPL|WHEWS-KMnek5km6|WHEWS-NOq5l8Yr5|WHEWS-Okh7f6wZe|WHEWS-PemVubS2S|WHEWS-QveEtN035|WHEWS-UFI5PWgmV|WHEWS-URwm10R8Q|WHEWS-XXmpoWVSK|WHEWS-jYmHe3JJe|WHEWS-nX4535ykq|WHEWS-spFvRRZ0S|WHEWS-t7EmTChyR|WHEWS-u2Qd4V6P3|WHEWS-zpmK8Ebpf
",Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,managed on 4010321,2025-09-03 12:47:32,Cloud - Security
4001832,2025-08-31 10:05:06,Failure Notification for Automate Patch Deployment task-IsAlbi - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Managed on a newer ticket,2025-09-03 10:33:12,Cloud - Security
4001825,2025-08-31 09:54:22,Failure Notification for Automate Patch Deployment task-Claro  - Auto Deployment Policy - Workstations 04997-nb,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-04 16:54:00,Cloud - Security
4001770,2025-08-31 08:57:25,Failure Notification for Automate Patch Deployment task-Country to Coast QLD PHN-Workstation Deployment Policy,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,third party apps will redeploy on the next patching cycle,2025-09-03 11:01:17,Cloud - Security
4001072,2025-08-30 13:26:45,Failure Notification for Automate Patch Deployment task-AI Topper - Auto Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-03 16:56:12,Cloud - Security
4001061,2025-08-30 13:13:11,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,alert only,2025-09-03 16:56:52,Cloud - Security
4001044,2025-08-30 12:24:13,Failure Notification for Automate Patch Deployment task-PacOps - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-03 16:57:08,Cloud - Security
4001041,2025-08-30 12:23:42,Failure Notification for Automate Patch Deployment task-Playgroup Victoria- Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-03 16:58:58,Cloud - Security
4001036,2025-08-30 12:21:25,Failure Notification for Automate Patch Deployment task-MIPS - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-03 17:08:04,Cloud - Security
4001035,2025-08-30 12:21:24,Failure Notification for Automate Patch Deployment task-NQPHN - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-03 17:00:25,Cloud - Security
4001033,2025-08-30 12:20:23,Failure Notification for Automate Patch Deployment task-Marlin Brands - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-03 17:01:20,Cloud - Security
4001030,2025-08-30 12:18:20,Failure Notification for Automate Patch Deployment task-FPB - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-03 17:02:50,Cloud - Security
4001024,2025-08-30 12:01:53,Failure Notification for Automate Patch Deployment task-Fyna Foods - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-03 17:05:41,Cloud - Security
4000990,2025-08-30 11:10:52,Failure Notification for Automate Patch Deployment task-SSG - Auto Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-03 17:05:57,Cloud - Security
4000986,2025-08-30 11:02:40,Failure Notification for Automate Patch Deployment task-KD Bus - Auto Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-03 17:06:10,Cloud - Security
4000233,2025-08-29 20:21:28,[OrroCyber #319828] [Microsoft Sentinel][Medium] 2770: Possible contact with a domain generated by a DGA (Orro),Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Reviewed Sentinel alert indicating possible contact with a DGA-generated domain (4.fbqbxpwmmpme[.]com) from a guest device on GUEST_WIFI. Verified no activity from corporate assets. The suspicious domain has been blocked at the firewall to prevent future access. No further action required. Ticket closed.,2025-09-02 17:16:38,Cloud - Security
3999398,2025-08-29 14:38:16,[OrroCyber #319777] Advisory - Multiple vulnerabilities affecting NetScaler ADC and NetScaler Gateway devices,Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Alert only,2025-09-02 17:17:22,Cloud - Security
3999395,2025-08-29 14:38:12,[OrroCyber #319762] Advisory - Multiple vulnerabilities affecting NetScaler ADC and NetScaler Gateway devices,Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Alert only,2025-09-02 17:16:53,Cloud - Security
3999394,2025-08-29 14:38:12,[OrroCyber #319785] Advisory - Multiple vulnerabilities affecting NetScaler ADC and NetScaler Gateway devices,Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Alert only,2025-09-02 17:17:00,Cloud - Security
3999246,2025-08-29 14:13:44,Failure Notification for Automate Patch Deployment task-Claro  - Auto Deployment Policy - Servers,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-02 17:16:05,Cloud - Security
3998951,2025-08-29 12:50:15,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Alert only,2025-09-02 17:16:11,Cloud - Security
3996471,2025-08-28 15:43:42,Failure Notification for Automate Patch Deployment task-KD Corp - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-01 12:57:05,Cloud - Security
3995811,2025-08-28 12:25:36,Failure Notification for Automate Patch Deployment task-Wyvern Health - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-01 16:21:10,Cloud - Security
3995121,2025-08-28 10:05:00,Failure Notification for Automate Patch Deployment task-IsAlbi - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-01 16:21:36,Cloud - Security
3995077,2025-08-28 09:54:34,Failure Notification for Automate Patch Deployment task-Claro  - Auto Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch done,2025-09-01 16:22:06,Cloud - Security
3994907,2025-08-28 09:08:27,[OrroCyber #319405] [Microsoft Sentinel][Medium] 2753: Multi-stage incident involving Execution & Credential access on one endpoint,Support Tickets,Incident,Closed,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,"Investigated Sentinel alert for whephdc1hci4.internal.wyvernhealth.com.au involving execution and credential access activity. Infra confirmed that no legitimate changes or work were performed during the alert window and no unusual activity was observed on the HCI cluster. IP traffic was traced to Brisbane Superloop.

No malicious behavior has been confirmed at this stage. The case will be closed for now, but can be re-opened if further evidence or additional indicators of compromise are identified.",2025-09-03 09:08:07,Cloud - Security
3994309,2025-08-28 00:36:28,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Alert only,2025-09-01 16:23:30,Cloud - Security
3994220,2025-08-27 23:36:32,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved and will roll out on the next patching window.,2025-08-28 14:23:27,Cloud - Security
3994211,2025-08-27 23:28:33,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved and will roll out on the next patching window.,2025-08-28 14:23:33,Cloud - Security
3994196,2025-08-27 23:17:28,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved and will roll out on the next patching window.,2025-08-28 14:23:37,Cloud - Security
3994185,2025-08-27 23:13:06,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved and will roll out on the next patching window.,2025-08-28 14:23:41,Cloud - Security
3994167,2025-08-27 23:05:10,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved and will roll out on the next patching window.,2025-08-28 14:23:45,Cloud - Security
3993408,2025-08-27 15:50:35,Failure Notification for Automate Patch Deployment task-BNPHN - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch resolved,2025-08-30 22:54:24,Cloud - Security
3993168,2025-08-27 14:57:59,Microsoft 365 Defender has merged the incidents detected in your environment,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Configuration,Security,Alert only,2025-08-30 22:55:18,Cloud - Security
3992699,2025-08-27 13:27:30,Failure Notification for Automate Patch Deployment task-AI Topper - Auto Deployment Policy - Workstations AITSYDHOWS12|AITSYDHOWS14|Flesher|WHS,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch resolved,2025-08-30 22:57:02,Cloud - Security
3992444,2025-08-27 12:24:32,Failure Notification for Automate Patch Deployment task-PacOps - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch will apply in the next patching window,2025-08-27 15:37:18,Cloud - Security
3992442,2025-08-27 12:24:20,Failure Notification for Automate Patch Deployment task-Playgroup Victoria- Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch will apply in the next patching window,2025-08-27 15:37:46,Cloud - Security
3992428,2025-08-27 12:22:08,Failure Notification for Automate Patch Deployment task-NQPHN - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Already managed on 3984658,2025-08-27 15:33:52,Cloud - Security
3992424,2025-08-27 12:21:49,Failure Notification for Automate Patch Deployment task-Marlin Brands - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch will deploy in the next patching window,2025-08-27 15:34:14,Cloud - Security
3992421,2025-08-27 12:21:46,Failure Notification for Automate Patch Deployment task-MIPS - Auto Patch Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Patch will apply in the next patching window,2025-08-27 15:40:29,Cloud - Security
3992050,2025-08-27 11:11:24,Failure Notification for Automate Patch Deployment task-SSG - Auto Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Already managed on 3984616,2025-08-27 11:31:12,Cloud - Security
3992009,2025-08-27 11:03:27,Failure Notification for Automate Patch Deployment task-KD Bus - Auto Deployment Policy - Workstations,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Patching,Security,Already managed on 3984611,2025-08-27 11:33:20,Cloud - Security
3991419,2025-08-27 08:52:48,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved via ManageEngine. Wil roll out to the next patching window.,2025-08-28 09:25:17,Cloud - Security
3991385,2025-08-27 08:40:19,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved via ManageEngine. Wil roll out to the next patching window.,2025-08-28 09:25:13,Cloud - Security
3991329,2025-08-27 08:18:11,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved via ManageEngine. Wil roll out to the next patching window.,2025-08-28 09:25:10,Cloud - Security
3991256,2025-08-27 07:40:30,New vulnerabilities notification from Microsoft Defender for Endpoint,Alert,Alert,Incident Resolved,Lance Letran,Orro Cloud,Threat Vulnerabilities,Security,Patch has already been approved via ManageEngine. Wil roll out to the next patching window.,2025-08-28 09:25:05,Cloud - Security
